# Source: https://download.glycosmos.org/glycosmos_glycans_list.csv
# GlyCosmos snapshot date: 2026-08-10
# Source subsumption level: Base composition with linkage
# Source base-composition records: 8115
# GlyCombo-compatible canonical lookup records: 3398
CompositionKey	GlyTouCanAccession
Hex=2;HexNAc=0;dHex=1;HexA=0;HexN=0;Pent=2;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G97979TZ
Hex=2;HexNAc=0;dHex=1;HexA=0;HexN=0;Pent=3;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G87218RS
Hex=2;HexNAc=0;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G75188KP
Hex=2;HexNAc=0;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G87310EB
Hex=2;HexNAc=0;dHex=1;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53815WU
Hex=2;HexNAc=0;dHex=1;HexA=2;HexN=1;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G52640WC
Hex=2;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G39329TJ
Hex=2;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G80084ZS
Hex=2;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G49988EN
Hex=2;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G13314NI
Hex=2;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=2;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G21144ZB
Hex=2;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=4;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G63882VH
Hex=2;HexNAc=0;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16953GF
Hex=2;HexNAc=0;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G91348ZU
Hex=2;HexNAc=0;dHex=2;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G65873GY
Hex=2;HexNAc=0;dHex=2;HexA=4;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G34368NW
Hex=2;HexNAc=0;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G08916ML
Hex=2;HexNAc=0;dHex=3;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G41133JB
Hex=2;HexNAc=0;dHex=3;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G43173KG
Hex=2;HexNAc=0;dHex=3;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G58885LV
Hex=2;HexNAc=0;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G17515CI
Hex=2;HexNAc=0;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=2	G67320MN
Hex=2;HexNAc=10;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G99791KU
Hex=2;HexNAc=11;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G70090OQ
Hex=2;HexNAc=12;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G19605AD
Hex=2;HexNAc=13;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G93331BJ
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G05394UY
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=9	G95999MB
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G06932DR
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G73857SS
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G96251FE
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G16160AQ
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=2;P=0;S=0;Ac=0	G55580DF
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=2;P=1;S=0;Ac=0	G92434UO
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G83720DE
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=1;Ac=0	G38658MK
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G12104WE
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G66277XS
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G45360TA
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G63053UD
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G90694NV
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G63570VM
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G71981YX
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G05401CS
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=2	G27107US
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G67918LW
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G20328ZW
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G51872RB
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G46443OC
Hex=2;HexNAc=1;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G20290QH
Hex=2;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G30311OG
Hex=2;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G55839WI
Hex=2;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G92358TX
Hex=2;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G20980JF
Hex=2;HexNAc=1;dHex=0;HexA=2;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G62150KR
Hex=2;HexNAc=1;dHex=0;HexA=2;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G88897QY
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G11235SR
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G24367OO
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G38529AQ
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=1;P=0;S=0;Ac=0	G06242JD
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G47256YT
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G25807NR
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G60208AL
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G36786LY
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G43491JY
Hex=2;HexNAc=1;dHex=1;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G13077XL
Hex=2;HexNAc=1;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G49923FY
Hex=2;HexNAc=1;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G28340YC
Hex=2;HexNAc=1;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G37597UD
Hex=2;HexNAc=1;dHex=1;HexA=2;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G91234OY
Hex=2;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G67199LR
Hex=2;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G64218KA
Hex=2;HexNAc=1;dHex=2;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G91238NG
Hex=2;HexNAc=1;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G60003UW
Hex=2;HexNAc=1;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G35726GI
Hex=2;HexNAc=1;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G68945LE
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53434XO
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=2	G92322IP
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G66863RH
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G18981TN
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G34805HG
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G41232TG
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G38798DY
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G48712FQ
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G49139YY
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G98708FS
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G85676WU
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G42444LU
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G26975MZ
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G00390GQ
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G72962RT
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G50158DP
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G34133NM
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G22561IC
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=2	G42440MI
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G94458GW
Hex=2;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G18999EB
Hex=2;HexNAc=2;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G13174HO
Hex=2;HexNAc=2;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G66461UX
Hex=2;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=2;P=0;S=0;Ac=0	G70171XO
Hex=2;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G21979QI
Hex=2;HexNAc=2;dHex=0;HexA=3;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G86000HF
Hex=2;HexNAc=2;dHex=0;HexA=3;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G14184XN
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G93579XB
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G67631MS
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G95213NO
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G11097QW
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G60879KO
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G22793JO
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G07220NA
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G44466KI
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=5;dHexNAc=0;P=0;S=0;Ac=0	G87449GE
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=6;dHexNAc=0;P=0;S=0;Ac=0	G72200VD
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G97887RK
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G29415RU
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G04420KY
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G88333KU
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G44002OQ
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G81385KI
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G54186LR
Hex=2;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G95440AJ
Hex=2;HexNAc=2;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G35535TO
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G51210WZ
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G44799CV
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G45203HR
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G98926JW
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G52927ST
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G98141LX
Hex=2;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G29932FW
Hex=2;HexNAc=2;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G31940YR
Hex=2;HexNAc=2;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G67531TM
Hex=2;HexNAc=2;dHex=3;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G66152PT
Hex=2;HexNAc=2;dHex=3;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G60251JX
Hex=2;HexNAc=2;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G63618OT
Hex=2;HexNAc=2;dHex=4;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G74761XY
Hex=2;HexNAc=2;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83292DG
Hex=2;HexNAc=2;dHex=7;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G75413QZ
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G73004SD
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G22172OT
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G78175IW
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G75077DS
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=5;Ac=0	G27908ZF
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G55400HQ
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G50989DN
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G60682PF
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G82328SJ
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G50478CW
Hex=2;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G70941HO
