# Source: https://download.glycosmos.org/glycosmos_glycans_list.csv
# GlyCosmos snapshot date: 2026-08-10
# Source subsumption level: Base composition with linkage
# Source base-composition records: 8115
# GlyCombo-compatible canonical lookup records: 3398
CompositionKey	GlyTouCanAccession
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G04832FC
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G77903WK
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G08777OY
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G58136NY
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G62775TI
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G75520CP
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G45950DC
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G80746IL
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G52994IJ
Hex=7;HexNAc=7;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=5;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53035UC
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G96002QE
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G40360RO
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G27137YZ
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G66351NN
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G54494IR
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=5;dHexNAc=0;P=0;S=0;Ac=0	G97045FV
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G17445IX
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G59117EN
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G25230CY
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G34589LN
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G24906KT
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G68599VI
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G03594TN
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G09245CS
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G26516ZK
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G11932BA
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G24705HH
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G34353AA
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G14268GR
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G64645UD
Hex=7;HexNAc=7;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=5;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G47276AV
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G98385AL
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G53186WJ
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G50261DT
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G03298HL
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G27642HE
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=5;dHexNAc=0;P=0;S=0;Ac=0	G86467FG
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16687KU
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G07709WY
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G78295BN
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G85533NP
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=4;dHexNAc=0;P=0;S=0;Ac=0	G37703CK
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G70557UH
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G87381XK
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G09545KH
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G16796RY
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G55559DA
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G34768RK
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G42556ER
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G87576XO
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G25439VG
Hex=7;HexNAc=7;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=5;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G89844CD
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G38680WX
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G94151FR
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G02359EY
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G42584ZB
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16064YA
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G33636GH
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G49197MK
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G06299HS
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G95214LJ
Hex=7;HexNAc=7;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83932BU
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G87183DD
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G60823EL
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G80338ZP
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G30704VZ
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G89647RE
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G57658GB
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G61421BD
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G42823WG
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G76570QG
Hex=7;HexNAc=7;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G84237SQ
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G38508ZL
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G65808XO
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G43040IQ
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G30063YX
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G78209BH
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G33771AF
Hex=7;HexNAc=7;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G41456OA
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G13193DT
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=6;Ac=0	G53053TE
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G31184YI
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G20639RN
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G37529NO
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G45803HW
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G60108QQ
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G33557JN
Hex=7;HexNAc=8;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G04679CK
Hex=7;HexNAc=8;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G65957XL
Hex=7;HexNAc=8;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G81274SP
Hex=7;HexNAc=8;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G19314BN
Hex=7;HexNAc=9;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G39393YO
Hex=7;HexNAc=9;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G01797NG
Hex=7;HexNAc=9;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G65822IA
Hex=7;HexNAc=9;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G79527MX
Hex=7;HexNAc=9;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G31727JI
Hex=7;HexNAc=9;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G60219AK
Hex=7;HexNAc=9;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G72896ZB
Hex=7;HexNAc=9;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G25459DC
Hex=7;HexNAc=9;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G22578VR
Hex=7;HexNAc=9;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G99531FX
Hex=8;HexNAc=0;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G97591GH
Hex=8;HexNAc=0;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G32878LA
Hex=8;HexNAc=0;dHex=0;HexA=0;HexN=0;Pent=2;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G28685FW
Hex=8;HexNAc=0;dHex=0;HexA=0;HexN=0;Pent=6;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G78870JE
Hex=8;HexNAc=0;dHex=8;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=4	G60261FS
Hex=8;HexNAc=10;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G89368IF
Hex=8;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G82985VK
Hex=8;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G35114LT
Hex=8;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G62765YT
Hex=8;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G75162EY
Hex=8;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G55101FB
Hex=8;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G69031IF
Hex=8;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G28905MY
Hex=8;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G78923UG
Hex=8;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G54244NH
Hex=8;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G08308YR
Hex=8;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G62383PS
Hex=8;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G36442WJ
Hex=8;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G70110FC
Hex=8;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G49795PT
Hex=8;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G82567DJ
Hex=8;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G56518ZQ
Hex=8;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G46784SU
Hex=8;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G09090DE
Hex=8;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G29268JT
Hex=8;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83014KM
Hex=8;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G28977RM
Hex=8;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G22078MZ
Hex=8;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G38673US
Hex=8;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G46756OP
Hex=8;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G48811OW
Hex=8;HexNAc=5;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G60743GT
Hex=8;HexNAc=5;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G27060FK
Hex=8;HexNAc=5;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G47392BI
Hex=8;HexNAc=5;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G20998ZT
Hex=8;HexNAc=5;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G06558KH
Hex=8;HexNAc=5;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G71824CS
Hex=8;HexNAc=5;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83415JW
Hex=8;HexNAc=5;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G19338BH
Hex=8;HexNAc=5;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83141ZA
Hex=8;HexNAc=5;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G15145JC
Hex=8;HexNAc=5;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G51412NQ
Hex=8;HexNAc=6;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G14305YT
Hex=8;HexNAc=6;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G11734SB
Hex=8;HexNAc=6;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G91756KF
Hex=8;HexNAc=6;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G70024SD
Hex=8;HexNAc=6;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G37079PY
